"shard","sequence_index","join_strategy","official_task_id","official_trial_id","official_category","official_difficulty","official_tags","official_passed","official_reward","official_max_score","official_score_eligible","official_artifact_refs_len","official_time_used","official_infra_failure_type","official_error_type","local_task_id","task_identity_source","task_identity_confidence","task_identity_candidates","top_family","contract_family","output_family","selected_solver_key","selected_solver_name","selected_source","workspace_visible","wrote_any_file","ok_writes","write_count","write_paths","primary_outputs","expected_outputs","output_candidates","final_artifact_refs_len","final_artifact_refs_candidate_len","artifact_outputs_len","diagnostic_ref_count","scoring_channel","output_channel","artifact_refs_role","filesystem_primary","route_events","warnings","errors","diagnosis","evidence_confidence","source_files"
"0","10","sequence_order","radar-vital-signs","radar-vital-signs__agentbeats__241971d7","natural-science","medium","[""radar"",""signal-processing"",""biomedical"",""vital-signs"",""python""]","false","0.0","1.0","true","0","62.456","","","4169a909-3416-49cd-98da-4cc8b995e3b0","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","2","2","[""/app/workspace/results.csv"",""/root/results.csv""]","[""/app/workspace/results.csv"",""/root/results.csv""]","[""/app/workspace/results.csv""]","[""/root/results.csv""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1,""workspace_executor_complete"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-0.txt"
"0","11","sequence_order","shock-analysis-demand","shock-analysis-demand__agentbeats__0f11dfba","finance-economics","medium","[""excel"",""finance"",""macrofinance"",""office""]","false","0.0","1.0","true","0","87.754","","","057a338f-627e-4080-bce2-191ab0e65544","unresolved","0.0","","office_xlsx","office_xlsx","office_xlsx","office_xlsx","","","true","true","1","1","[""/app/workspace/test_demand.xlsx""]","[""/app/workspace/test_demand.xlsx""]","[""/app/workspace/test_demand.xlsx""]","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=office_xlsx""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-0.txt"
"0","12","sequence_order","taxonomy-tree-merge","taxonomy-tree-merge__agentbeats__c29dd057","office-white-collar","hard","[""taxonomy-alignment"",""hierarchical-clustering"",""embeddings"",""nlp"",""ecommerce"",""ontology-merging""]","false","0.0","1.0","true","0","121.801","","","a0dc137e-bc9c-4103-b960-f1c1a99ffd00","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","1","1","[""/app/workspace/unified_taxonomy_full.csv""]","[""/app/workspace/unified_taxonomy_full.csv"",""/root/data""]","[""/app/workspace/unified_taxonomy_full.csv""]","","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""event"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-0.txt"
"0","13","sequence_order","video-tutorial-indexer","video-tutorial-indexer__agentbeats__43f62506","media-content-production","hard","[""video"",""speech-to-text"",""nlp"",""tutorial"",""education"",""multimodal""]","false","0.0","1.0","true","0","262.565","","","5422772c-77ad-4c26-941e-1998f74a1e03","unresolved","0.0","","general_file_output","security_config","security_config","security_config","","","true","true","1","1","[""/root/tutorial_index.json""]","[""/root/tutorial_index.json""]","[""/root/tutorial_index.json""]","[""/root/tutorial_index.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""event"":2,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-0.txt"
"1","0","sequence_order","ada-bathroom-plan-repair","ada-bathroom-plan-repair__agentbeats__e9ff0ea0","industrial-physical-systems","hard","[""cad"",""dxf"",""accessibility"",""geometry"",""ada"",""spatial-reasoning""]","false","0.0","1.0","true","0","58.753","","","1566dfb2-efcf-4269-8db4-f27f71c31922","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","2","2","[""/root/input/ada_rules.json"",""/root/input/layer_schema.json""]","[""/root/input/ada_bath_input.dxf"",""/root/input/ada_rules.json"",""/root/input/layer_schema.json""]","[""/root/input/ada_bath_input.dxf"",""/root/input""]","","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""agent_run_completed"":1,""direct_adapter_complete"":1,""direct_adapter_start"":1,""executor_skillsbench_entered"":1,""workspace_executor_complete"":1,""workspace_executor_start"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","1","sequence_order","crystallographic-wyckoff-position-analysis","crystallographic-wyckoff-position-analysis__agentbeats__648644a3","natural-science","medium","[""crystallography"",""pymatgen"",""sympy"",""wyckoff_positions"",""symmetry_analysis""]","false","0.0","1.0","true","0","62.173","","","77b0d63d-dbe4-406b-b04f-07187b9f0442","unresolved","0.0","","general_file_output","code_solution","code_solution","code_solution","","","true","true","1","1","[""/root/workspace/solution.py""]","[""/root/workspace/solution.py""]","[""/root/workspace/solution.py"",""/root/workspace""]","[""/root/workspace/solution.py"",""/root/workspace"",""/workspace/solution.py""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""agent_run_completed"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1,""workspace_executor_complete"":1}","[""selected_solver_key=code_solution""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","2","sequence_order","earthquake-phase-association","earthquake-phase-association__agentbeats__21c985a9","natural-science","hard","[""science"",""earth-science"",""seismology"",""ai4science""]","false","0.0","1.0","true","0","107.757","","","407ef7d5-850c-4838-b430-94dfcd69c459","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","1","1","[""/root/results.csv""]","[""/root/results.csv""]","[""/root/results.csv""]","[""/root/results.csv"",""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","3","sequence_order","enterprise-information-search","enterprise-information-search__agentbeats__8e0ba891","office-white-collar","hard","[""information-retrieval"",""question-answering"",""heterogeneous-data""]","false","0.0","1.0","true","0","60.235","","","bf6c3f51-a722-4e93-9e20-654f11a10421","unresolved","0.0","","json_output","security_config","security_config","security_config","","","true","true","2","2","[""/root/answer.json"",""/root/question.txt""]","[""/root/answer.json""]","[""/root/answer.json""]","[""/root/question.txt"",""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","4","sequence_order","fix-build-google-auto","fix-build-google-auto__agentbeats__f01eac77","software-engineering","easy","[""Java"",""maven"",""google/auto"",""software"",""build"",""compilation"",""ci"",""travis"",""debugging""]","false","0.0","1.0","true","0","212.208","","","c72b67fa-c69a-4ccc-a091-b0676fffa44b","unresolved","0.0","","markdown_output","code_solution","code_solution","code_solution","","","true","true","1","1","[""/root/answer.json""]","","","","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""direct_adapter_complete"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""No output requirements detected; attempting best-effort answer.json fallback."",""generic no-requirements fallback wrote /root/answer.json""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","5","sequence_order","glm-lake-mendota","glm-lake-mendota__agentbeats__497c5979","natural-science","hard","[""hydrology"",""lake-modeling"",""parameter-calibration""]","false","0.0","1.0","true","0","69.976","","","4d5d2469-f1e4-44f7-a029-844343e1fc1c","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","1","1","[""/root/field_temp_oxy.csv""]","[""/root/bcs"",""/root/field_temp_oxy.csv""]","[""/root/bcs""]","[""/root/field_temp_oxy.csv"",""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","6","sequence_order","lab-unit-harmonization","lab-unit-harmonization__agentbeats__1739bf82","natural-science","medium","[""bioinformatics"",""clinical"",""unit-conversion"",""data-harmonization"",""chronic-kidney-disease""]","false","0.0","1.0","true","0","60.784","","","27008e7f-746d-4580-9c58-d581ddc52704","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","1","1","[""/root/ckd_lab_data_harmonized.csv""]","[""/root/ckd_lab_data_harmonized.csv""]","[""/root/ckd_lab_data_harmonized.csv""]","[""/root/environment/data/ckd_lab_data.csv"",""/root/environment/data"",""/root/environment/data/ckd_feature_descriptions.csv"",""/root/environment/dat""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","7","sequence_order","manufacturing-fjsp-optimization","manufacturing-fjsp-optimization__agentbeats__8961c853","industrial-physical-systems","medium","[""optimization"",""manufacturing"",""flexible job shop planning""]","false","0.0","1.0","true","0","54.623","","","108bb361-15bd-4abe-bc3e-5c96547c28e2","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","2","2","[""/app/output/schedule.csv"",""/app/output/solution.json""]","[""/app/output/schedule.csv"",""/app/output/solution.json""]","[""/app/output/schedule.csv""]","[""/app/output/solution.json"",""/app/output/schedule.csv""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","8","sequence_order","parallel-tfidf-search","parallel-tfidf-search__agentbeats__a01f88ec","software-engineering","medium","[""parallel""]","false","0.0","1.0","true","0","86.388","","","839afc4c-863b-4b52-951a-49ec7952c99e","unresolved","0.0","","markdown_output","code_solution","code_solution","code_solution","","","true","true","1","1","[""/root/workspace/parallel_solution.py""]","[""/root/workspace/parallel_solution.py""]","[""/root/workspace/parallel_solution.py"",""/root/workspace""]","[""/root/workspace/parallel_solution.py"",""/root/workspace"",""/workspace/parallel_solution.py""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=code_solution""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","9","sequence_order","powerlifting-coef-calc","powerlifting-coef-calc__agentbeats__75c9627c","office-white-collar","easy","[""excel"",""sports"",""excel-index-match"",""statistics"",""excel-formula""]","false","0.0","1.0","true","0","77.866","","","e8a192d6-9e05-4842-8abb-b29ae6b3a990","unresolved","0.0","","office_xlsx","office_xlsx","office_xlsx","office_xlsx","","","true","true","1","1","[""/root/answer.json""]","","","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""No output requirements detected; attempting best-effort answer.json fallback."",""generic no-requirements fallback wrote /root/answer.json""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","10","sequence_order","react-performance-debugging","react-performance-debugging__agentbeats__aa59df69","software-engineering","hard","[""react"",""nextjs"",""performance"",""debugging"",""bundle-optimization""]","false","0.0","1.0","true","0","135.392","","","c788d938-199e-4ec0-b29f-38d2fd4f307b","unresolved","0.0","","markdown_output","general_file_output","general_file_output","general_file_output","","","true","true","1","1","[""/root/answer.json""]","","","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""No output requirements detected; attempting best-effort answer.json fallback."",""generic no-requirements fallback wrote /root/answer.json""]","","filesystem_outputs_written+final_refs_present+official_refs_empty+generic_family","high","13_Run scenario — shard-1.txt"
"1","11","sequence_order","shock-analysis-supply","shock-analysis-supply__agentbeats__a9bd3f14","finance-economics","hard","[""excel"",""finance"",""macrofinance"",""office"",""production-function""]","false","0.0","1.0","true","0","83.945","","","baf3dda6-eb77-45b1-bfaf-4bd19f163c82","metadata.aegisforge_a2a_payload_text.known_task_occurrence","0.7083333333333334","[{""reason"":""plausible-slug,known-public-skillsbench-task,appears-in-context"",""score"":85.0,""source"":""metadata.aegisforge_a2a_payload_text.known_task_occurrence"",""value"":""test-supply""}]","office_xlsx","office_xlsx","office_xlsx","office_xlsx","","","true","true","1","1","[""/app/workspace/test-supply.xlsx""]","[""/app/workspace/test-supply.xlsx""]","[""/app/workspace/test-supply.xlsx""]","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""direct_adapter_complete"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""selected_solver_key=office_xlsx""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"1","12","sequence_order","threejs-structure-parser","threejs-structure-parser__agentbeats__bb9a362b","media-content-production","medium","[""threejs"",""json"",""3d"",""3D parts understanding"",""javascript""]","false","0.0","1.0","true","0","64.355","","","6a95a79d-eacc-4a69-b2a0-044b1e0299f7","unresolved","0.0","","general_file_output","general_file_output","general_file_output","general_file_output","","","true","true","1","1","[""/root/answer.json""]","","","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""event"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1}","[""No output requirements detected; attempting best-effort answer.json fallback."",""generic no-requirements fallback wrote /root/answer.json""]","","filesystem_outputs_written+final_refs_present+official_refs_empty+generic_family","high","13_Run scenario — shard-1.txt"
"1","13","sequence_order","weighted-gdp-calc","weighted-gdp-calc__agentbeats__ae7d8969","finance-economics","medium","[""excel"",""finance"",""macrofinance"",""office"",""excel-index-match"",""statistics""]","false","0.0","1.0","true","0","87.488","","","9f3bc7fa-b19e-43eb-a7ad-a4edaf54334f","unresolved","0.0","","office_xlsx","office_xlsx","office_xlsx","office_xlsx","","","true","true","1","1","[""/root/answer.json""]","","","[""/root/answer.json""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""executor_skillsbench_before_terminal_flush"":1,""final_response_contract_emit"":1}","[""No output requirements detected; attempting best-effort answer.json fallback."",""generic no-requirements fallback wrote /root/answer.json""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-1.txt"
"2","0","partial_sequence","adaptive-cruise-control","adaptive-cruise-control__agentbeats__b4434ac5","industrial-physical-systems","medium","[""python"",""pid-control"",""simulation"",""vehicle-dynamics"",""automotive"",""control-theory""]","false","0.0","1.0","true","0","68.301","","","f7fe9a75-97df-4a17-847a-b6095a0fba31","unresolved","0.0","","csv_output","security_config","security_config","security_config","","","true","true","1","1","[""/root/network_stats.csv""]","[""/root/network_stats.csv""]","[""/root/network_stats.csv""]","[""/root/network_stats.csv""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""agent_run_completed"":1,""direct_adapter_complete"":1,""direct_adapter_start"":1,""executor_skillsbench_entered"":1,""workspace_executor_complete"":1,""workspace_executor_start"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-2.txt"
"2","1","partial_sequence","dapt-intrusion-detection","dapt-intrusion-detection__agentbeats__9360e0fb","cybersecurity","hard","[""security"",""network"",""pcap"",""intrusion-detection""]","false","0.0","1.0","true","0","63.848","","","2561c890-6e04-4af4-977f-0d4529d58807","unresolved","0.0","","json_output","security_config","security_config","security_config","","","true","true","2","2","[""/root/PB2002_plates.json"",""/root/answer.json""]","[""/root/answer.json""]","[""/root/PB2002_plates.json""]","[""/root/answer.json"",""/root/earthquakes_2024.json"",""/root/PB2002_bounda""]","4","4","4","4","filesystem_output_primary","filesystem_output_primary","diagnostic_and_compatibility_signal","true","{""agent_run_completed"":1,""executor_skillsbench_before_terminal_flush"":1,""executor_skillsbench_entered"":1,""final_response_contract_emit"":1,""workspace_executor_complete"":1}","[""selected_solver_key=security_config""]","","filesystem_outputs_written+final_refs_present+official_refs_empty","high","13_Run scenario — shard-2.txt"
